Satisfação,Gênero,Tipo de Cliente,Idade,Tipo de Viagem,Classe,Distância do Voo,Conforto do Banco,Tempo de Viagem,Comida e Bebida,Local do Portão,Serviço de Wifi no Voo,Entretenimento no Voo,Suporte Online,Facilidade na Reserva Online,Serviços a Bordo,Espaço para Pernas,Manuseio das Bagagens,Serviço de Checkin,Limpeza,Embarque Online,Atraso na Saída em minutos,Atraso na Chegada em minutos
Insatisfeito,Homem,Fiel,49,Pessoal,Econômica,1803,3,2,3,3,1,3,1,1,3,3,4,1,3,1,4,0
Insatisfeito,Homem,Fiel,27,Pessoal,Econômica,2263,3,2,3,3,2,3,2,2,4,4,3,1,3,2,0,0
Satisfeito,Mulher,Fiel,70,Pessoal,Econômica,733,4,4,4,4,3,5,5,5,5,5,5,4,5,4,0,0
Insatisfeito,Homem,Fiel,62,Pessoal,Econômica,2685,3,2,3,3,3,3,3,2,1,2,3,3,1,3,224,205
Satisfeito,Mulher,Fiel,57,Pessoal,Econômica,708,1,1,1,1,5,5,5,5,2,5,4,1,4,5,0,0
Insatisfeito,Homem,Fiel,46,Pessoal,Econômica,2467,3,2,3,3,4,3,4,4,2,4,2,3,2,4,0,6
Insatisfeito,Homem,Fiel,14,Pessoal,Econômica,1630,3,2,3,3,3,3,3,3,2,1,4,4,4,3,23,22
Insatisfeito,Mulher,Fiel,66,Pessoal,Econômica,2661,3,2,3,3,3,5,5,2,2,3,3,5,2,5,171,172
Insatisfeito,Homem,Fiel,38,Pessoal,Econômica,1577,3,2,3,3,4,3,4,4,2,4,4,4,4,4,1,15
Satisfeito,Mulher,Fiel,61,Pessoal,Econômica,673,1,1,1,1,3,4,4,5,5,5,5,3,5,3,75,60
Insatisfeito,Homem,Fiel,51,Pessoal,Econômica,1618,3,2,3,3,1,3,1,1,2,3,3,4,4,1,0,1
Insatisfeito,Homem,Fiel,61,Pessoal,Econômica,2131,3,2,3,3,1,3,1,1,4,1,3,2,3,1,13,36
Insatisfeito,Homem,Fiel,31,Pessoal,Econômica Plus,1693,3,2,3,3,5,3,5,5,3,2,4,3,4,5,0,0
Satisfeito,Mulher,Fiel,61,Pessoal,Econômica,700,2,2,2,2,4,5,4,5,5,5,5,5,5,5,0,13
Insatisfeito,Homem,Fiel,62,Pessoal,Econômica,2286,3,2,3,3,5,3,5,5,3,5,4,2,4,5,0,2
Insatisfeito,Homem,Fiel,36,Pessoal,Econômica Plus,2091,3,2,3,3,5,3,4,5,3,3,4,3,4,5,0,0
Satisfeito,Mulher,Fiel,42,Pessoal,Econômica,693,4,4,4,4,2,4,5,5,5,5,5,5,5,4,0,0
Insatisfeito,Homem,Fiel,47,Pessoal,Econômica,2027,3,2,3,3,1,3,1,1,4,4,3,3,3,1,0,0
Insatisfeito,Homem,Fiel,65,Pessoal,Econômica,1443,3,2,3,3,2,3,2,2,3,5,4,1,4,2,0,0
Satisfeito,Mulher,Fiel,10,Pessoal,Econômica Plus,1714,1,1,1,1,5,5,5,5,5,3,5,5,5,5,0,0
Insatisfeito,Homem,Fiel,20,Pessoal,Econômica,1831,3,2,3,3,5,3,5,5,3,2,3,3,3,5,0,0
Satisfeito,Mulher,Fiel,8,Pessoal,Econômica Plus,1844,5,5,5,5,5,5,5,5,4,2,4,4,5,5,0,0
Insatisfeito,Homem,Fiel,9,Pessoal,Econômica,1632,3,2,3,3,4,3,4,4,3,1,3,1,4,4,10,0
Satisfeito,Mulher,Fiel,50,Pessoal,Econômica Plus,663,5,5,4,5,4,1,5,5,5,5,5,5,5,1,0,0
Insatisfeito,Homem,Fiel,69,Pessoal,Econômica Plus,1722,3,2,3,3,2,3,2,2,3,3,2,1,2,2,0,2
Satisfeito,Mulher,Fiel,9,Pessoal,Econômica,2138,5,4,4,4,5,5,4,5,5,5,5,4,5,5,17,0
Insatisfeito,Homem,Fiel,22,Pessoal,Econômica,2194,3,2,3,3,4,3,1,4,4,3,4,2,4,4,0,0
Insatisfeito,Homem,Fiel,23,Pessoal,Econômica Plus,2443,3,2,3,3,3,3,1,3,4,5,3,2,3,3,31,17
Satisfeito,Mulher,Fiel,42,Pessoal,Econômica,659,5,4,4,4,1,4,5,5,5,5,5,4,5,2,0,0
Satisfeito,Mulher,Fiel,64,Pessoal,Executiva,621,5,2,2,2,3,5,5,5,5,5,5,2,5,2,11,12
Insatisfeito,Homem,Fiel,42,Pessoal,Econômica,1852,3,2,3,3,2,3,2,2,1,1,3,2,4,2,10,7
Satisfeito,Mulher,Fiel,14,Pessoal,Econômica,1761,5,5,5,5,2,4,2,5,5,5,5,1,5,4,24,20
Insatisfeito,Homem,Fiel,52,Pessoal,Econômica,2318,3,2,3,3,3,3,3,2,1,4,3,3,3,3,129,178
Satisfeito,Mulher,Fiel,18,Pessoal,Econômica,1772,3,3,3,3,4,5,5,5,5,5,5,5,5,4,18,28
Satisfeito,Mulher,Fiel,18,Pessoal,Econômica,2208,4,4,4,4,5,5,4,5,5,5,5,5,5,4,0,0
Satisfeito,Mulher,Fiel,28,Pessoal,Econômica,2514,2,2,2,2,3,4,4,5,5,5,5,4,5,5,0,0
Insatisfeito,Homem,Fiel,32,Pessoal,Executiva,2021,3,2,3,3,1,3,1,1,3,4,4,2,4,1,0,0
Satisfeito,Mulher,Fiel,39,Pessoal,Econômica,1413,2,2,2,2,4,4,5,5,5,5,5,5,5,3,5,0
Insatisfeito,Homem,Fiel,61,Pessoal,Econômica,1407,3,2,3,3,3,3,3,3,4,1,4,2,3,3,0,0
Satisfeito,Mulher,Fiel,41,Pessoal,Econômica,2220,1,1,1,1,5,5,5,5,3,3,5,4,5,5,0,0
Satisfeito,Mulher,Fiel,65,Pessoal,Executiva,596,5,5,5,5,4,4,5,5,5,5,5,3,5,4,93,97
Satisfeito,Mulher,Fiel,58,Pessoal,Econômica,603,2,2,2,2,3,4,4,5,5,5,5,3,5,5,1,0
Satisfeito,Mulher,Fiel,52,Pessoal,Econômica,613,2,2,2,2,2,4,5,5,5,5,5,5,5,5,0,25
Satisfeito,Mulher,Fiel,59,Pessoal,Econômica,594,5,5,5,5,4,4,5,5,5,5,5,4,5,3,2,0
Satisfeito,Mulher,Fiel,50,Pessoal,Econômica,639,2,2,2,2,2,4,4,5,5,5,5,3,5,3,67,50
Satisfeito,Mulher,Fiel,38,Pessoal,Econômica,1816,5,5,5,5,4,5,5,5,5,5,5,3,5,3,0,0
Insatisfeito,Homem,Fiel,62,Pessoal,Econômica,2379,3,2,3,3,3,3,3,3,1,2,4,4,3,3,0,4
Satisfeito,Mulher,Fiel,42,Pessoal,Econômica,597,5,5,5,5,4,4,5,5,5,5,5,5,5,5,0,0
Insatisfeito,Homem,Fiel,54,Pessoal,Econômica,2052,3,2,3,3,4,3,4,4,2,3,4,1,3,4,45,101
Satisfeito,Mulher,Fiel,53,Pessoal,Econômica,595,4,4,4,4,5,5,5,5,3,4,4,4,5,5,0,0
Satisfeito,Mulher,Fiel,15,Pessoal,Econômica,1726,3,3,3,3,2,5,3,5,5,5,5,3,5,3,0,0
Insatisfeito,Homem,Fiel,44,Pessoal,Econômica,2003,3,2,3,3,3,3,3,3,4,4,4,4,4,3,0,5
Insatisfeito,Homem,Fiel,62,Pessoal,Econômica,1653,3,2,3,3,5,3,5,5,4,3,4,1,3,5,7,3
Insatisfeito,Homem,Fiel,53,Pessoal,Econômica,1949,3,2,3,3,3,3,3,3,3,3,3,3,4,3,9,1
Satisfeito,Mulher,Fiel,12,Pessoal,Econômica,2103,1,1,1,1,4,4,4,5,5,5,5,5,5,4,0,0
Insatisfeito,Mulher,Fiel,14,Pessoal,Econômica,2323,3,2,3,3,3,4,4,3,1,3,3,4,1,4,177,163
Satisfeito,Mulher,Fiel,8,Pessoal,Econômica,2257,5,2,5,5,3,1,2,5,5,5,5,4,5,1,0,0
Insatisfeito,Homem,Fiel,59,Pessoal,Econômica,2054,3,2,3,3,3,3,3,3,3,5,3,3,4,3,0,1
Insatisfeito,Homem,Fiel,26,Pessoal,Executiva,2310,3,2,3,3,3,3,3,3,1,4,4,4,4,3,10,8
Satisfeito,Mulher,Fiel,49,Pessoal,Econômica,569,2,2,2,2,3,4,4,5,5,5,5,3,5,4,0,0
Satisfeito,Mulher,Fiel,62,Pessoal,Econômica,599,4,4,4,4,5,4,5,5,5,5,5,4,5,4,6,14
Satisfeito,Mulher,Fiel,23,Pessoal,Econômica,1759,3,3,3,3,3,4,5,5,5,5,5,5,5,3,0,0
Insatisfeito,Homem,Fiel,24,Pessoal,Econômica,2487,3,2,3,3,5,3,4,5,2,1,3,3,3,5,10,8
Satisfeito,Mulher,Fiel,12,Pessoal,Econômica,1956,3,3,3,3,2,5,5,5,5,5,5,3,5,4,0,0
Satisfeito,Mulher,Fiel,19,Pessoal,Executiva,1667,2,2,2,2,5,4,4,5,5,5,5,4,5,4,59,53
Insatisfeito,Homem,Fiel,12,Pessoal,Econômica,1627,3,2,3,3,5,3,5,5,2,2,3,3,4,5,0,0
Insatisfeito,Homem,Fiel,32,Pessoal,Econômica,1964,3,2,3,3,3,3,4,3,4,1,3,2,4,3,19,15
Satisfeito,Mulher,Fiel,22,Pessoal,Econômica,1810,5,2,3,2,5,4,1,5,5,5,5,5,5,4,0,0
Satisfeito,Mulher,Fiel,14,Pessoal,Econômica,1835,5,2,2,2,3,3,2,5,5,5,5,4,5,5,6,2
Satisfeito,Mulher,Fiel,65,Pessoal,Econômica,580,3,3,3,3,4,4,5,5,5,5,5,4,5,3,9,0
Satisfeito,Mulher,Fiel,16,Pessoal,Econômica Plus,1637,4,4,4,4,2,5,4,5,5,5,5,5,5,4,0,8
Satisfeito,Mulher,Fiel,69,Pessoal,Econômica,563,3,3,3,3,2,5,4,5,5,5,5,5,5,3,0,0
Insatisfeito,Homem,Fiel,8,Pessoal,Executiva,2150,3,2,3,3,5,3,5,5,1,4,3,2,4,5,0,0
Satisfeito,Mulher,Fiel,62,Pessoal,Econômica,576,4,4,4,4,5,5,5,5,4,1,5,3,2,5,42,39
Insatisfeito,Homem,Fiel,34,Pessoal,Econômica Plus,2107,3,2,3,3,3,3,3,3,4,5,4,1,4,3,120,111
Insatisfeito,Homem,Fiel,57,Pessoal,Econômica,1764,3,2,3,3,1,3,1,1,1,2,4,1,3,1,86,80
Insatisfeito,Homem,Fiel,59,Pessoal,Econômica,2370,3,2,3,3,3,4,4,2,1,3,2,4,1,4,256,242
Insatisfeito,Homem,Fiel,40,Pessoal,Econômica,1491,3,2,3,3,2,3,2,2,2,2,4,4,3,2,0,0
Satisfeito,Mulher,Fiel,63,Pessoal,Econômica,574,2,2,1,2,4,5,4,5,5,5,5,3,5,4,11,0
Insatisfeito,Homem,Fiel,33,Pessoal,Econômica,1702,3,2,3,3,4,3,4,4,2,4,4,1,4,4,22,19
Insatisfeito,Homem,Fiel,57,Pessoal,Econômica,2137,3,2,3,3,3,3,5,3,2,2,2,2,3,3,11,3
Satisfeito,Mulher,Fiel,31,Pessoal,Econômica,2041,3,3,2,3,2,5,4,5,5,5,5,5,5,5,0,0
Satisfeito,Mulher,Fiel,44,Pessoal,Econômica Plus,517,2,2,2,2,5,5,5,5,5,5,5,4,5,5,0,0
Insatisfeito,Homem,Fiel,26,Pessoal,Econômica Plus,2173,3,2,3,3,1,3,1,1,1,1,4,4,4,1,11,9
Insatisfeito,Homem,Fiel,35,Pessoal,Econômica,1822,3,2,3,3,5,3,5,5,2,4,3,2,4,5,4,0
Insatisfeito,Homem,Fiel,21,Pessoal,Econômica,2241,3,2,3,3,3,3,3,3,4,2,4,3,4,3,0,0
Insatisfeito,Homem,Fiel,21,Pessoal,Econômica,2219,3,2,3,3,5,3,5,5,4,3,4,1,3,5,41,42
Insatisfeito,Homem,Fiel,9,Pessoal,Econômica,1544,3,2,3,3,4,3,5,4,2,4,4,4,4,4,2,0
Insatisfeito,Homem,Fiel,51,Pessoal,Econômica,1456,3,2,3,3,5,3,5,5,1,1,4,3,4,5,0,0
Insatisfeito,Homem,Fiel,70,Pessoal,Econômica,2025,3,2,3,3,4,3,3,4,2,3,3,4,4,4,0,0
Satisfeito,Mulher,Fiel,66,Pessoal,Econômica Plus,500,4,4,4,4,5,4,4,5,5,5,5,3,5,3,0,2
Satisfeito,Mulher,Fiel,56,Pessoal,Econômica,493,5,5,5,5,5,4,5,5,5,5,5,5,5,5,11,0
Satisfeito,Mulher,Fiel,43,Pessoal,Econômica Plus,498,4,4,4,4,3,5,5,5,5,5,5,4,5,3,0,0
Insatisfeito,Homem,Fiel,18,Pessoal,Econômica,2037,3,2,3,3,2,3,4,2,1,5,3,2,2,2,10,13
Satisfeito,Mulher,Fiel,65,Pessoal,Executiva,525,5,5,5,5,4,4,4,5,5,5,5,3,5,3,0,0
Insatisfeito,Homem,Fiel,20,Pessoal,Econômica,2060,3,2,3,3,4,3,4,4,4,2,2,4,3,4,18,10
Satisfeito,Mulher,Fiel,44,Pessoal,Executiva,476,4,4,4,4,2,5,5,5,5,5,5,3,5,5,0,0
Satisfeito,Mulher,Fiel,57,Pessoal,Econômica,497,3,3,5,3,5,5,5,5,4,1,4,1,3,5,97,93
Insatisfeito,Homem,Fiel,42,Pessoal,Econômica Plus,1788,3,2,3,3,2,3,2,2,4,4,3,1,3,2,39,43
Insatisfeito,Homem,Fiel,69,Pessoal,Econômica,2172,3,2,3,3,3,3,3,3,4,1,4,2,4,3,0,0
Satisfeito,Mulher,Fiel,34,Pessoal,Econômica,1237,1,1,1,1,2,5,5,5,5,5,5,5,5,3,0,0
Satisfeito,Mulher,Fiel,55,Pessoal,Econômica,463,5,5,5,5,5,5,5,3,1,4,5,5,1,5,0,0
Satisfeito,Mulher,Fiel,32,Pessoal,Econômica,1076,1,1,1,1,4,5,5,5,5,5,5,3,5,3,0,5
Insatisfeito,Homem,Fiel,40,Pessoal,Econômica,1516,3,2,3,3,3,3,3,3,1,2,3,1,4,3,0,0
Satisfeito,Mulher,Fiel,57,Pessoal,Econômica,483,5,3,3,3,2,3,3,5,5,5,5,5,5,1,0,0
Satisfeito,Mulher,Fiel,24,Pessoal,Econômica,1579,5,2,2,2,3,3,3,5,5,5,5,5,5,4,0,0
Insatisfeito,Homem,Fiel,20,Pessoal,Econômica,1807,3,2,3,3,3,3,3,3,3,1,3,3,4,3,0,5
Insatisfeito,Mulher,Fiel,65,Pessoal,Econômica,2118,3,2,3,3,3,4,4,4,3,3,3,4,4,4,514,624
Insatisfeito,Homem,Fiel,38,Pessoal,Econômica,1941,3,2,3,3,4,3,4,4,3,1,3,1,4,4,3,0
Insatisfeito,Homem,Fiel,28,Pessoal,Econômica,2210,3,2,3,3,4,3,1,4,4,4,3,1,3,4,44,42
Insatisfeito,Homem,Fiel,63,Pessoal,Econômica,1885,3,2,3,3,3,3,1,3,2,1,4,1,4,3,6,0
Insatisfeito,Homem,Fiel,8,Pessoal,Econômica Plus,1559,3,2,3,3,1,3,4,1,3,1,3,4,3,1,0,0
Insatisfeito,Homem,Fiel,41,Pessoal,Econômica,1590,3,2,3,3,4,3,1,4,4,1,3,1,3,4,0,0
Insatisfeito,Homem,Fiel,15,Pessoal,Econômica,2082,3,2,3,3,1,3,1,1,1,4,4,4,4,1,9,1
Satisfeito,Mulher,Fiel,9,Pessoal,Econômica,2273,5,2,2,2,1,2,4,5,5,5,5,5,5,4,0,0
Satisfeito,Mulher,Fiel,44,Pessoal,Executiva,461,5,5,5,5,1,5,1,5,5,5,5,5,5,5,50,38
Satisfeito,Mulher,Fiel,8,Pessoal,Econômica,1285,4,4,4,4,4,5,4,5,5,5,5,3,5,4,0,83
Satisfeito,Mulher,Fiel,44,Pessoal,Econômica,459,5,5,5,5,2,5,4,5,5,5,5,4,5,5,0,0
Insatisfeito,Homem,Fiel,20,Pessoal,Econômica,1599,3,2,3,3,4,3,4,4,1,4,3,1,4,4,1,19
Satisfeito,Mulher,Fiel,53,Pessoal,Econômica,453,1,2,1,1,4,4,5,5,5,5,5,3,5,3,0,0
Satisfeito,Mulher,Fiel,35,Pessoal,Econômica,1465,5,5,5,5,5,5,5,5,5,5,4,3,4,5,2,0
Satisfeito,Mulher,Fiel,26,Pessoal,Executiva,1269,2,2,2,2,2,4,4,5,5,5,5,4,5,3,0,0
Insatisfeito,Homem,Fiel,13,Pessoal,Econômica,1199,3,2,3,3,5,3,5,5,4,1,4,4,4,5,11,4
Satisfeito,Mulher,Fiel,14,Pessoal,Econômica,1740,5,5,5,5,3,1,4,5,5,5,5,5,5,2,5,0
Insatisfeito,Homem,Fiel,45,Pessoal,Econômica,2154,3,2,3,3,5,3,5,5,2,1,2,3,2,5,0,8
Satisfeito,Mulher,Fiel,56,Pessoal,Econômica,467,3,3,3,3,5,5,5,5,3,2,5,5,4,5,29,35
Satisfeito,Mulher,Fiel,53,Pessoal,Executiva,444,1,1,1,1,2,5,5,5,5,5,5,5,5,3,0,0
Satisfeito,Mulher,Fiel,30,Pessoal,Econômica,1629,2,2,2,2,5,4,4,5,5,5,5,4,5,3,0,0
Satisfeito,Mulher,Fiel,66,Pessoal,Econômica,430,1,1,1,1,2,4,5,5,5,5,5,4,5,5,0,0
Insatisfeito,Homem,Fiel,32,Pessoal,Econômica,1609,3,2,3,3,4,3,4,4,2,1,3,4,4,4,0,2
Insatisfeito,Homem,Fiel,61,Pessoal,Econômica Plus,1550,3,2,3,3,4,3,4,4,3,2,4,3,4,4,0,0
Satisfeito,Mulher,Fiel,64,Pessoal,Econômica,440,2,2,2,2,4,4,5,5,5,5,5,3,5,4,0,0
Satisfeito,Mulher,Fiel,37,Pessoal,Econômica,1514,1,1,1,1,5,5,4,5,5,5,5,4,5,3,0,0
Satisfeito,Mulher,Fiel,69,Pessoal,Econômica,446,5,5,5,5,4,5,4,5,5,5,5,3,5,5,8,12
Insatisfeito,Homem,Fiel,20,Pessoal,Econômica Plus,1871,3,2,3,3,1,3,1,1,3,1,4,1,4,1,79,71
Satisfeito,Mulher,Fiel,39,Pessoal,Econômica,1484,1,1,1,1,2,4,5,5,5,5,5,3,5,5,0,0
Insatisfeito,Homem,Fiel,13,Pessoal,Econômica,1319,3,2,3,3,4,3,4,4,1,4,2,1,2,4,0,0
Satisfeito,Mulher,Fiel,55,Pessoal,Econômica,380,2,2,2,2,4,5,4,5,5,5,5,5,5,3,0,1
Satisfeito,Mulher,Fiel,51,Pessoal,Econômica,414,1,1,1,1,3,4,5,5,5,5,5,5,5,5,0,8
Satisfeito,Mulher,Fiel,7,Pessoal,Econômica,1151,1,1,1,1,2,5,4,5,5,5,5,5,5,4,6,1
Satisfeito,Mulher,Fiel,57,Pessoal,Econômica,398,3,3,3,3,5,5,5,5,5,5,5,5,5,5,6,6
Insatisfeito,Homem,Fiel,56,Pessoal,Econômica,1698,3,2,3,3,4,3,1,4,3,2,4,1,3,4,0,0
Satisfeito,Mulher,Fiel,8,Pessoal,Econômica,1833,4,4,4,4,4,5,4,5,5,5,5,5,5,3,9,7
Satisfeito,Mulher,Fiel,15,Pessoal,Econômica,1393,1,1,1,1,5,5,5,5,3,4,4,5,4,5,0,0
Satisfeito,Mulher,Fiel,48,Pessoal,Econômica,404,4,4,4,4,5,5,5,5,5,4,2,5,5,5,0,0
Insatisfeito,Homem,Fiel,50,Pessoal,Econômica Plus,1614,3,2,3,3,4,3,4,4,2,3,4,2,4,4,106,99
Insatisfeito,Homem,Fiel,26,Pessoal,Econômica,1378,3,2,3,3,4,3,4,4,2,3,3,3,4,4,3,0
Insatisfeito,Homem,Fiel,40,Pessoal,Econômica,2090,3,2,3,3,1,3,1,1,1,3,4,3,3,1,0,0
Insatisfeito,Homem,Fiel,30,Pessoal,Executiva,2018,3,2,3,3,1,3,1,1,1,5,4,3,4,1,14,21
Satisfeito,Mulher,Fiel,45,Pessoal,Econômica Plus,386,2,2,2,2,5,5,5,5,5,5,5,3,5,5,9,4
Insatisfeito,Homem,Fiel,35,Pessoal,Econômica,1254,3,2,3,3,4,3,4,4,4,2,4,4,3,4,0,4
Insatisfeito,Homem,Fiel,63,Pessoal,Econômica,1273,3,2,3,3,2,3,2,2,4,1,3,1,2,2,1,0
Insatisfeito,Homem,Fiel,51,Pessoal,Econômica,1545,3,2,3,3,2,3,2,2,4,4,2,2,3,2,3,0
Insatisfeito,Homem,Fiel,31,Pessoal,Executiva,2294,3,2,3,3,4,3,4,4,4,4,3,2,3,4,0,0
Satisfeito,Mulher,Fiel,29,Pessoal,Econômica,1869,4,4,4,4,3,5,4,5,5,5,5,5,5,5,0,0
Insatisfeito,Homem,Fiel,39,Pessoal,Econômica,1323,3,2,3,3,4,3,3,4,4,3,2,4,3,4,4,0
Satisfeito,Mulher,Fiel,8,Pessoal,Econômica,1352,3,3,3,3,5,5,5,5,5,1,3,1,5,5,1,0
Insatisfeito,Homem,Fiel,41,Pessoal,Econômica Plus,1577,3,2,3,3,1,3,1,1,3,3,4,4,3,1,9,7
Insatisfeito,Homem,Fiel,69,Pessoal,Executiva,385,3,2,3,3,5,2,3,1,1,3,1,2,1,3,14,0
Satisfeito,Mulher,Fiel,19,Pessoal,Econômica,1879,4,4,4,4,4,4,4,5,5,5,5,5,5,4,0,0
Insatisfeito,Homem,Fiel,16,Pessoal,Econômica,1429,3,2,3,3,2,3,1,2,2,5,3,4,3,2,0,0
Satisfeito,Mulher,Fiel,52,Pessoal,Econômica,362,5,5,5,5,2,5,5,5,5,5,5,4,5,3,21,11
Satisfeito,Mulher,Fiel,8,Pessoal,Econômica,1147,3,3,3,3,4,5,5,5,5,5,5,3,5,3,0,0
Insatisfeito,Homem,Fiel,17,Pessoal,Econômica,1833,3,2,3,3,5,3,1,5,4,3,4,1,4,5,0,0
Satisfeito,Mulher,Fiel,51,Pessoal,Econômica Plus,342,2,2,2,2,5,3,4,5,5,5,5,2,5,5,10,11
Insatisfeito,Homem,Fiel,59,Pessoal,Econômica,1343,3,2,3,3,3,3,3,3,2,4,3,4,3,3,0,0
Insatisfeito,Homem,Fiel,70,Pessoal,Econômica,1418,3,2,3,3,3,3,3,3,4,1,3,3,3,3,0,0
Satisfeito,Mulher,Fiel,24,Pessoal,Econômica,1813,4,4,3,4,5,5,4,5,5,5,5,3,5,3,0,0
Satisfeito,Mulher,Fiel,44,Pessoal,Econômica,351,2,2,2,2,4,5,5,5,5,5,5,5,5,4,0,0
Insatisfeito,Mulher,Fiel,53,Pessoal,Econômica,2279,3,2,3,3,3,3,3,3,3,3,2,3,4,3,113,158
Insatisfeito,Homem,Fiel,46,Pessoal,Econômica,1238,3,2,3,3,2,3,2,2,3,5,3,2,4,2,110,118
Satisfeito,Mulher,Fiel,69,Pessoal,Econômica,352,1,4,1,1,1,1,5,5,5,5,5,1,5,5,0,2
Insatisfeito,Homem,Fiel,35,Pessoal,Econômica,1275,3,2,3,3,4,3,4,4,4,1,4,2,4,4,0,12
Insatisfeito,Homem,Fiel,7,Pessoal,Econômica,1420,3,2,3,3,1,3,1,1,4,5,3,2,4,1,15,14
Insatisfeito,Homem,Fiel,69,Pessoal,Econômica,1094,3,2,3,3,5,3,5,5,1,1,4,2,4,5,15,8
Satisfeito,Mulher,Fiel,39,Pessoal,Econômica,1684,2,2,2,2,2,4,4,5,5,5,5,4,5,5,0,0
Insatisfeito,Homem,Fiel,60,Pessoal,Econômica,1919,3,2,3,3,4,3,4,4,4,1,4,1,4,4,1,0
Satisfeito,Mulher,Fiel,56,Pessoal,Econômica Plus,324,5,4,5,4,2,3,5,5,5,5,5,4,5,4,56,50
Satisfeito,Mulher,Fiel,70,Pessoal,Econômica,331,5,1,1,1,1,1,2,5,5,5,5,4,5,1,0,0
Insatisfeito,Mulher,Fiel,27,Pessoal,Econômica,1986,3,2,3,3,3,3,3,1,4,3,3,3,2,3,223,221
Insatisfeito,Homem,Fiel,16,Pessoal,Econômica,1841,3,2,3,3,1,3,5,1,3,3,4,3,4,1,0,0
Insatisfeito,Homem,Fiel,54,Pessoal,Econômica Plus,1228,3,2,3,3,5,3,5,5,1,3,4,4,4,5,12,4
Satisfeito,Mulher,Fiel,8,Pessoal,Econômica Plus,1740,2,2,2,2,5,5,5,5,1,2,3,4,5,5,0,0
Insatisfeito,Homem,Fiel,32,Pessoal,Econômica,1619,3,2,3,3,1,3,1,1,4,5,3,4,3,1,0,5
Insatisfeito,Homem,Fiel,55,Pessoal,Econômica,1150,3,2,3,3,4,3,4,4,2,4,3,4,4,4,0,10
Satisfeito,Mulher,Fiel,13,Pessoal,Econômica,1477,3,3,3,3,4,5,4,5,5,5,5,5,5,5,0,0
Satisfeito,Mulher,Fiel,19,Pessoal,Econômica Plus,1331,1,1,1,1,5,4,5,5,5,5,5,3,5,3,0,0
Satisfeito,Mulher,Fiel,24,Pessoal,Econômica,1988,1,1,1,1,5,4,5,5,5,5,5,5,5,4,0,0
Satisfeito,Mulher,Fiel,7,Pessoal,Econômica,1205,4,4,4,4,4,5,5,5,5,5,5,5,5,5,6,0
Satisfeito,Mulher,Fiel,37,Pessoal,Econômica,1879,5,5,5,5,5,5,4,5,5,5,5,5,5,4,0,0
Satisfeito,Mulher,Fiel,14,Pessoal,Econômica,1534,5,5,5,5,3,5,5,5,5,5,5,4,5,4,51,50
Insatisfeito,Homem,Fiel,59,Pessoal,Econômica Plus,1966,3,2,3,3,3,2,4,3,1,4,4,4,4,4,222,215
Satisfeito,Mulher,Fiel,58,Pessoal,Econômica,293,3,3,3,3,2,4,5,5,5,5,5,4,5,3,13,34
Satisfeito,Mulher,Fiel,42,Pessoal,Econômica,299,4,4,4,4,4,4,4,5,5,5,5,3,5,4,13,10
Insatisfeito,Homem,Fiel,35,Pessoal,Econômica,1701,3,2,3,3,4,3,4,4,2,3,3,2,3,4,0,0
Insatisfeito,Homem,Fiel,51,Pessoal,Econômica,1599,3,2,3,3,3,3,3,3,4,3,3,4,4,3,0,0
Insatisfeito,Homem,Fiel,19,Pessoal,Econômica,1600,3,2,3,3,3,3,3,3,3,3,4,4,3,3,0,0
Insatisfeito,Homem,Fiel,46,Pessoal,Econômica,1578,3,2,3,3,2,3,2,2,2,4,3,4,3,2,0,0
Insatisfeito,Homem,Fiel,13,Pessoal,Econômica,1391,3,2,3,3,4,3,5,4,1,4,3,3,4,4,0,0
Satisfeito,Mulher,Fiel,67,Pessoal,Econômica Plus,294,3,3,3,3,2,4,4,5,5,5,5,5,5,3,0,0
Satisfeito,Mulher,Fiel,11,Pessoal,Econômica,2224,2,4,2,2,5,4,5,5,5,5,5,3,5,4,0,4
Insatisfeito,Homem,Fiel,70,Pessoal,Econômica,1228,3,2,3,3,5,3,5,5,3,3,2,4,3,5,0,0
Insatisfeito,Homem,Fiel,44,Pessoal,Econômica,1617,3,2,3,3,2,3,2,2,3,2,3,3,3,2,5,8
Satisfeito,Mulher,Fiel,34,Pessoal,Econômica,1597,4,4,4,4,5,5,5,5,1,1,1,2,5,5,0,0
Insatisfeito,Homem,Fiel,25,Pessoal,Econômica Plus,1217,3,2,3,3,4,3,4,4,4,3,3,4,4,4,8,6
Insatisfeito,Homem,Fiel,58,Pessoal,Executiva,255,3,2,3,3,4,3,3,5,5,3,5,1,5,3,20,19
Satisfeito,Mulher,Fiel,12,Pessoal,Econômica Plus,2019,4,4,4,4,2,4,5,5,5,5,5,4,5,3,11,13
Satisfeito,Mulher,Fiel,12,Pessoal,Econômica,1499,3,3,3,3,4,5,5,5,5,5,5,4,5,5,0,0
Insatisfeito,Homem,Fiel,14,Pessoal,Econômica,1574,3,2,3,3,3,3,3,3,3,5,4,1,4,3,107,104
Insatisfeito,Homem,Fiel,43,Pessoal,Econômica,1448,3,2,3,3,2,3,2,2,2,2,3,2,3,2,0,0
Satisfeito,Mulher,Fiel,29,Pessoal,Econômica Plus,1624,5,5,5,5,5,5,5,5,5,5,4,4,5,5,0,0
